"charlson_comorbidity";"ancestor_concept_id";"charlson_weight";"descendant_concept_id"
"123";"Congestive_Heart_Failure";316139;1;36716748
"124";"Congestive_Heart_Failure";316139;1;4014159
"125";"Congestive_Heart_Failure";316139;1;4030258
"126";"Congestive_Heart_Failure";316139;1;4307356
"127";"Congestive_Heart_Failure";316139;1;1340289
"128";"Congestive_Heart_Failure";316139;1;40486933
"129";"Congestive_Heart_Failure";316139;1;4185565
"130";"Congestive_Heart_Failure";316139;1;4233424
"131";"Congestive_Heart_Failure";316139;1;43530961
"132";"Congestive_Heart_Failure";316139;1;316139
"133";"Congestive_Heart_Failure";316139;1;439846
"134";"Congestive_Heart_Failure";316139;1;44782733
"135";"Congestive_Heart_Failure";316139;1;4195892
"136";"Congestive_Heart_Failure";316139;1;4206009
"137";"Congestive_Heart_Failure";316139;1;4138307
"138";"Congestive_Heart_Failure";316139;1;44782728
"139";"Congestive_Heart_Failure";316139;1;443580
"140";"Congestive_Heart_Failure";316139;1;4215446
"141";"Congestive_Heart_Failure";316139;1;43020421
"142";"Congestive_Heart_Failure";316139;1;439696
"143";"Congestive_Heart_Failure";316139;1;764874
"144";"Congestive_Heart_Failure";316139;1;45766167
"145";"Congestive_Heart_Failure";316139;1;43022054
"146";"Congestive_Heart_Failure";316139;1;762002
"147";"Congestive_Heart_Failure";316139;1;43021841
"148";"Congestive_Heart_Failure";316139;1;444101
"149";"Congestive_Heart_Failure";316139;1;40482857
"150";"Congestive_Heart_Failure";316139;1;3656094
"151";"Congestive_Heart_Failure";316139;1;4195785
"152";"Congestive_Heart_Failure";316139;1;4172864
"153";"Congestive_Heart_Failure";316139;1;43021826
"154";"Congestive_Heart_Failure";316139;1;4108245
"155";"Congestive_Heart_Failure";316139;1;762003
"156";"Congestive_Heart_Failure";316139;1;764871
"157";"Congestive_Heart_Failure";316139;1;4103448
"158";"Congestive_Heart_Failure";316139;1;45766165
"159";"Congestive_Heart_Failure";316139;1;4311437
"160";"Congestive_Heart_Failure";316139;1;764876
"161";"Congestive_Heart_Failure";316139;1;4215802
"162";"Congestive_Heart_Failure";316139;1;44784442
"163";"Congestive_Heart_Failure";316139;1;44782719
"164";"Congestive_Heart_Failure";316139;1;764873
"165";"Congestive_Heart_Failure";316139;1;44782718
"166";"Congestive_Heart_Failure";316139;1;4177493
"167";"Congestive_Heart_Failure";316139;1;4111554
"168";"Congestive_Heart_Failure";316139;1;4142561
"169";"Congestive_Heart_Failure";316139;1;40479576
"170";"Congestive_Heart_Failure";316139;1;319835
"171";"Congestive_Heart_Failure";316139;1;45766964
"172";"Congestive_Heart_Failure";316139;1;316994
"173";"Congestive_Heart_Failure";316139;1;37311948
"174";"Congestive_Heart_Failure";316139;1;44782713
"175";"Congestive_Heart_Failure";316139;1;37309625
"176";"Congestive_Heart_Failure";316139;1;312927
"177";"Congestive_Heart_Failure";316139;1;4023479
"178";"Congestive_Heart_Failure";316139;1;4205558
"179";"Congestive_Heart_Failure";316139;1;439694
"180";"Congestive_Heart_Failure";316139;1;443587
"181";"Congestive_Heart_Failure";316139;1;4267800
"182";"Congestive_Heart_Failure";316139;1;4139864
"183";"Congestive_Heart_Failure";316139;1;40481043
"184";"Congestive_Heart_Failure";316139;1;4009047
"185";"Congestive_Heart_Failure";316139;1;36717359
"186";"Congestive_Heart_Failure";316139;1;4259490
"187";"Congestive_Heart_Failure";316139;1;40479192
"188";"Congestive_Heart_Failure";316139;1;4071869
"189";"Congestive_Heart_Failure";316139;1;36712929
"190";"Congestive_Heart_Failure";316139;1;315295
"191";"Congestive_Heart_Failure";316139;1;37110330
"192";"Congestive_Heart_Failure";316139;1;4141124
"193";"Congestive_Heart_Failure";316139;1;43530642
"194";"Congestive_Heart_Failure";316139;1;4124705
"195";"Congestive_Heart_Failure";316139;1;439698
"196";"Congestive_Heart_Failure";316139;1;43022068
"197";"Congestive_Heart_Failure";316139;1;4264636
"198";"Congestive_Heart_Failure";316139;1;314378
"199";"Congestive_Heart_Failure";316139;1;43530643
"200";"Congestive_Heart_Failure";316139;1;36712928
"201";"Congestive_Heart_Failure";316139;1;44784345
"202";"Congestive_Heart_Failure";316139;1;35615055
"203";"Congestive_Heart_Failure";316139;1;442310
"204";"Congestive_Heart_Failure";316139;1;4229440
"205";"Congestive_Heart_Failure";316139;1;444031
"206";"Congestive_Heart_Failure";316139;1;45766164
"207";"Congestive_Heart_Failure";316139;1;4079296
"208";"Congestive_Heart_Failure";316139;1;43021842
"209";"Congestive_Heart_Failure";316139;1;4184497
"210";"Congestive_Heart_Failure";316139;1;1340348
"211";"Congestive_Heart_Failure";316139;1;43020657
"212";"Congestive_Heart_Failure";316139;1;4242669
"213";"Congestive_Heart_Failure";316139;1;44782655
"214";"Congestive_Heart_Failure";316139;1;40481042
"215";"Congestive_Heart_Failure";316139;1;45773075
"216";"Congestive_Heart_Failure";316139;1;44782428
"217";"Congestive_Heart_Failure";316139;1;40480602
"218";"Congestive_Heart_Failure";316139;1;1340281
"219";"Congestive_Heart_Failure";316139;1;36713488
"220";"Congestive_Heart_Failure";316139;1;4004279
"221";"Congestive_Heart_Failure";316139;1;4273632
"222";"Peripheral_Artery_Disease";321052;1;4124839
"223";"Peripheral_Artery_Disease";321052;1;4108381
"224";"Peripheral_Artery_Disease";321052;1;4174013
"225";"Peripheral_Artery_Disease";321052;1;37016147
"226";"Peripheral_Artery_Disease";321052;1;35615081
"227";"Peripheral_Artery_Disease";321052;1;37109923
"228";"Peripheral_Artery_Disease";321052;1;761740
"229";"Peripheral_Artery_Disease";321052;1;4116977
"230";"Peripheral_Artery_Disease";321052;1;4299127
"231";"Peripheral_Artery_Disease";321052;1;4111848
"232";"Peripheral_Artery_Disease";321052;1;4316367
"233";"Peripheral_Artery_Disease";321052;1;4121625
"234";"Peripheral_Artery_Disease";321052;1;764026
"235";"Peripheral_Artery_Disease";321052;1;443729
"236";"Peripheral_Artery_Disease";321052;1;44808747
"237";"Peripheral_Artery_Disease";321052;1;37109921
"238";"Peripheral_Artery_Disease";321052;1;4246643
"239";"Peripheral_Artery_Disease";321052;1;4301023
"240";"Peripheral_Artery_Disease";321052;1;35615073
"241";"Peripheral_Artery_Disease";321052;1;37312530
"242";"Peripheral_Artery_Disease";321052;1;35615096
"243";"Peripheral_Artery_Disease";321052;1;4301024
"244";"Peripheral_Artery_Disease";321052;1;4178399
"245";"Peripheral_Artery_Disease";321052;1;35615036
"246";"Peripheral_Artery_Disease";321052;1;4199183
"247";"Peripheral_Artery_Disease";321052;1;761858
"248";"Peripheral_Artery_Disease";321052;1;40484912
"249";"Peripheral_Artery_Disease";321052;1;315558
"250";"Peripheral_Artery_Disease";321052;1;4318843
"251";"Peripheral_Artery_Disease";321052;1;321822
"252";"Peripheral_Artery_Disease";321052;1;4193056
"253";"Peripheral_Artery_Disease";321052;1;441044
"254";"Peripheral_Artery_Disease";321052;1;761432
"255";"Peripheral_Artery_Disease";321052;1;35615106
"256";"Peripheral_Artery_Disease";321052;1;42536634
"257";"Peripheral_Artery_Disease";321052;1;765080
"258";"Peripheral_Artery_Disease";321052;1;36712805
"259";"Peripheral_Artery_Disease";321052;1;4174015
"260";"Peripheral_Artery_Disease";321052;1;761749
"261";"Peripheral_Artery_Disease";321052;1;761742
"262";"Peripheral_Artery_Disease";321052;1;761463
"263";"Peripheral_Artery_Disease";321052;1;35615063
"264";"Peripheral_Artery_Disease";321052;1;43022064
"265";"Peripheral_Artery_Disease";321052;1;44782775
"266";"Peripheral_Artery_Disease";321052;1;761829
"267";"Peripheral_Artery_Disease";321052;1;761825
"268";"Peripheral_Artery_Disease";321052;1;4235591
"269";"Peripheral_Artery_Disease";321052;1;4143588
"270";"Peripheral_Artery_Disease";321052;1;43020443
"271";"Peripheral_Artery_Disease";321052;1;761743
"272";"Peripheral_Artery_Disease";321052;1;4195973
"273";"Peripheral_Artery_Disease";321052;1;761813
"274";"Peripheral_Artery_Disease";321052;1;35615054
"275";"Peripheral_Artery_Disease";321052;1;761826
"276";"Peripheral_Artery_Disease";321052;1;4124838
"277";"Peripheral_Artery_Disease";321052;1;765226
"278";"Peripheral_Artery_Disease";321052;1;35615020
"279";"Peripheral_Artery_Disease";321052;1;443407
"280";"Peripheral_Artery_Disease";321052;1;4033350
"281";"Peripheral_Artery_Disease";321052;1;444264
"282";"Peripheral_Artery_Disease";321052;1;4208072
"283";"Peripheral_Artery_Disease";321052;1;35615097
"284";"Peripheral_Artery_Disease";321052;1;4136335
"285";"Peripheral_Artery_Disease";321052;1;4115229
"286";"Peripheral_Artery_Disease";321052;1;46271460
"287";"Peripheral_Artery_Disease";321052;1;4291464
"288";"Peripheral_Artery_Disease";321052;1;40483538
"289";"Peripheral_Artery_Disease";321052;1;134380
"290";"Peripheral_Artery_Disease";321052;1;761824
"291";"Peripheral_Artery_Disease";321052;1;35615071
"292";"Peripheral_Artery_Disease";321052;1;40484551
"293";"Peripheral_Artery_Disease";321052;1;761828
"294";"Peripheral_Artery_Disease";321052;1;4179909
"295";"Peripheral_Artery_Disease";321052;1;4151848
"296";"Peripheral_Artery_Disease";321052;1;35615028
"297";"Peripheral_Artery_Disease";321052;1;4264734
"298";"Peripheral_Artery_Disease";321052;1;4226026
"299";"Peripheral_Artery_Disease";321052;1;4174014
"300";"Peripheral_Artery_Disease";321052;1;1340431
"301";"Peripheral_Artery_Disease";321052;1;4301022
"302";"Peripheral_Artery_Disease";321052;1;36712807
"303";"Peripheral_Artery_Disease";321052;1;318712
"304";"Peripheral_Artery_Disease";321052;1;35615099
"305";"Peripheral_Artery_Disease";321052;1;4179907
"306";"Peripheral_Artery_Disease";321052;1;43021846
"307";"Peripheral_Artery_Disease";321052;1;4202511
"308";"Peripheral_Artery_Disease";321052;1;37116421
"309";"Peripheral_Artery_Disease";321052;1;4208071
"310";"Peripheral_Artery_Disease";321052;1;761434
"311";"Peripheral_Artery_Disease";321052;1;4137551
"312";"Peripheral_Artery_Disease";321052;1;35615019
"313";"Peripheral_Artery_Disease";321052;1;4140616
"314";"Peripheral_Artery_Disease";321052;1;761466
"315";"Peripheral_Artery_Disease";321052;1;35615089
"316";"Peripheral_Artery_Disease";321052;1;4199887
"317";"Peripheral_Artery_Disease";321052;1;35615090
"318";"Peripheral_Artery_Disease";321052;1;35615075
"319";"Peripheral_Artery_Disease";321052;1;35615087
"320";"Peripheral_Artery_Disease";321052;1;35615076
"321";"Peripheral_Artery_Disease";321052;1;4208944
"322";"Peripheral_Artery_Disease";321052;1;761464
"323";"Peripheral_Artery_Disease";321052;1;4108380
"324";"Peripheral_Artery_Disease";321052;1;37116422
"325";"Peripheral_Artery_Disease";321052;1;4108377
"326";"Peripheral_Artery_Disease";321052;1;4114011
"327";"Peripheral_Artery_Disease";321052;1;4117679
"328";"Peripheral_Artery_Disease";321052;1;192657
"329";"Peripheral_Artery_Disease";321052;1;761853
"330";"Peripheral_Artery_Disease";321052;1;46271459
"331";"Peripheral_Artery_Disease";321052;1;40484541
"332";"Peripheral_Artery_Disease";321052;1;4231826
"333";"Peripheral_Artery_Disease";321052;1;4263648
"334";"Peripheral_Artery_Disease";321052;1;36713012
"335";"Peripheral_Artery_Disease";321052;1;4110333
"336";"Peripheral_Artery_Disease";321052;1;765284
"337";"Peripheral_Artery_Disease";321052;1;321052
"338";"Peripheral_Artery_Disease";321052;1;4112161
"339";"Peripheral_Artery_Disease";321052;1;761816
"340";"Peripheral_Artery_Disease";321052;1;4175569
"341";"Peripheral_Artery_Disease";321052;1;35615116
"342";"Peripheral_Artery_Disease";321052;1;4179910
"343";"Peripheral_Artery_Disease";321052;1;195834
"344";"Peripheral_Artery_Disease";321052;1;4153293
"345";"Peripheral_Artery_Disease";321052;1;4117933
"346";"Peripheral_Artery_Disease";321052;1;44813802
"347";"Peripheral_Artery_Disease";321052;1;36717256
"348";"Peripheral_Artery_Disease";321052;1;35615086
"349";"Peripheral_Artery_Disease";321052;1;439836
"350";"Peripheral_Artery_Disease";321052;1;765301
"351";"Peripheral_Artery_Disease";321052;1;36712987
"352";"Peripheral_Artery_Disease";321052;1;4110331
"353";"Peripheral_Artery_Disease";321052;1;42535829
"354";"Peripheral_Artery_Disease";321052;1;4121627
"355";"Peripheral_Artery_Disease";321052;1;4124837
"356";"Peripheral_Artery_Disease";321052;1;4025854
"357";"Peripheral_Artery_Disease";321052;1;44782819
"358";"Peripheral_Artery_Disease";321052;1;4200875
"359";"Peripheral_Artery_Disease";321052;1;443408
"360";"Peripheral_Artery_Disease";321052;1;4139579
"361";"Peripheral_Artery_Disease";321052;1;4139578
"362";"Peripheral_Artery_Disease";321052;1;35615021
"363";"Peripheral_Artery_Disease";321052;1;4341646
"364";"Peripheral_Artery_Disease";321052;1;317309
"365";"Peripheral_Artery_Disease";321052;1;4108375
"366";"Peripheral_Artery_Disease";321052;1;761854
"367";"Peripheral_Artery_Disease";321052;1;4193057
"368";"Peripheral_Artery_Disease";321052;1;761467
"369";"Peripheral_Artery_Disease";321052;1;35615018
"370";"Peripheral_Artery_Disease";321052;1;4299117
"371";"Peripheral_Artery_Disease";321052;1;760870
"372";"Peripheral_Artery_Disease";321052;1;4174012
"373";"Peripheral_Artery_Disease";321052;1;35615062
"374";"Peripheral_Artery_Disease";321052;1;4195971
"375";"Peripheral_Artery_Disease";321052;1;4055025
"376";"Peripheral_Artery_Disease";321052;1;35615080
"377";"Peripheral_Artery_Disease";321052;1;44813823
"378";"Peripheral_Artery_Disease";321052;1;4236905
"379";"Peripheral_Artery_Disease";321052;1;4208809
"380";"Peripheral_Artery_Disease";321052;1;4178609
"381";"Peripheral_Artery_Disease";321052;1;4119141
"382";"Peripheral_Artery_Disease";321052;1;37110251
"383";"Peripheral_Artery_Disease";321052;1;761431
"384";"Peripheral_Artery_Disease";321052;1;4119612
"385";"Peripheral_Artery_Disease";321052;1;4263089
"386";"Peripheral_Artery_Disease";321052;1;36713014
"387";"Peripheral_Artery_Disease";321052;1;761741
"388";"Peripheral_Artery_Disease";321052;1;4289307
"389";"Peripheral_Artery_Disease";321052;1;761804
"390";"Peripheral_Artery_Disease";321052;1;765079
"391";"Peripheral_Artery_Disease";321052;1;4253510
"392";"Peripheral_Artery_Disease";321052;1;4178400
"393";"Peripheral_Artery_Disease";321052;1;35615091
"394";"Peripheral_Artery_Disease";321052;1;37209668
"395";"Peripheral_Artery_Disease";321052;1;4111850
"396";"Peripheral_Artery_Disease";321052;1;4173167
"397";"Peripheral_Artery_Disease";321052;1;761823
"398";"Peripheral_Artery_Disease";321052;1;4337367
"399";"Peripheral_Artery_Disease";321052;1;4294425
"400";"Peripheral_Artery_Disease";321052;1;760869
"401";"Peripheral_Artery_Disease";321052;1;4120098
"402";"Peripheral_Artery_Disease";321052;1;4112162
"403";"Peripheral_Artery_Disease";321052;1;4329498
"404";"Peripheral_Artery_Disease";321052;1;36713015
"405";"Peripheral_Artery_Disease";321052;1;4030663
"406";"Peripheral_Artery_Disease";321052;1;44808745
"407";"Peripheral_Artery_Disease";321052;1;765300
"408";"Peripheral_Artery_Disease";321052;1;3654996
"409";"Peripheral_Artery_Disease";321052;1;4137550
"410";"Peripheral_Artery_Disease";321052;1;4124836
"411";"Peripheral_Artery_Disease";321052;1;35615083
"412";"Peripheral_Artery_Disease";321052;1;761206
"413";"Peripheral_Artery_Disease";321052;1;4131908
"414";"Peripheral_Artery_Disease";321052;1;761748
"415";"Peripheral_Artery_Disease";321052;1;4119614
"416";"Peripheral_Artery_Disease";321052;1;35615100
"417";"Peripheral_Artery_Disease";321052;1;761433
"418";"Peripheral_Artery_Disease";321052;1;761744
"419";"Peripheral_Artery_Disease";321052;1;36713094
"420";"Peripheral_Artery_Disease";321052;1;4055720
"421";"Peripheral_Artery_Disease";321052;1;761465
"422";"Peripheral_Artery_Disease";321052;1;37017533
"423";"Peripheral_Artery_Disease";321052;1;35611566
"424";"Peripheral_Artery_Disease";321052;1;35615092
"425";"Peripheral_Artery_Disease";321052;1;35615093
"426";"Peripheral_Artery_Disease";321052;1;37110250
"427";"Peripheral_Artery_Disease";321052;1;4127997
"428";"Peripheral_Artery_Disease";321052;1;4141106
"429";"Peripheral_Artery_Disease";321052;1;4139577
"430";"Peripheral_Artery_Disease";321052;1;35615098
"431";"Peripheral_Artery_Disease";321052;1;4121626
"432";"Peripheral_Artery_Disease";321052;1;44808833
"433";"Peripheral_Artery_Disease";321052;1;4231816
"434";"Peripheral_Artery_Disease";321052;1;35615107
"435";"Peripheral_Artery_Disease";321052;1;761815
"436";"Peripheral_Artery_Disease";321052;1;35615095
"437";"Peripheral_Artery_Disease";321052;1;761812
"438";"Peripheral_Artery_Disease";321052;1;4193302
"439";"Peripheral_Artery_Disease";321052;1;4141975
"440";"Peripheral_Artery_Disease";321052;1;4168060
"441";"Peripheral_Artery_Disease";321052;1;42535335
"442";"Peripheral_Artery_Disease";321052;1;761430
"443";"Peripheral_Artery_Disease";321052;1;4108376
"444";"Peripheral_Artery_Disease";321052;1;44808746
"445";"Peripheral_Artery_Disease";321052;1;761827
"446";"Peripheral_Artery_Disease";321052;1;36713013
"447";"Peripheral_Artery_Disease";321052;1;35615094
"448";"Peripheral_Artery_Disease";321052;1;42539410
"449";"Peripheral_Artery_Disease";321052;1;44808832
"450";"Peripheral_Artery_Disease";321052;1;4118795
"451";"Peripheral_Artery_Disease";321052;1;760871
"452";"Peripheral_Artery_Disease";321052;1;35615088
"453";"Peripheral_Artery_Disease";321052;1;4195972
"454";"Peripheral_Artery_Disease";321052;1;46271462
"455";"Peripheral_Artery_Disease";321052;1;314965
"456";"Peripheral_Artery_Disease";321052;1;434961
"457";"Peripheral_Artery_Disease";321052;1;761429
"458";"Peripheral_Artery_Disease";321052;1;4179908
"459";"Peripheral_Artery_Disease";321052;1;761428
"460";"Peripheral_Artery_Disease";321052;1;4194886
"461";"Peripheral_Artery_Disease";321052;1;762053
"462";"Peripheral_Artery_Disease";321052;1;4139534
"463";"Peripheral_Artery_Disease";321052;1;761805
"464";"Peripheral_Artery_Disease";321052;1;4348319
"465";"Peripheral_Artery_Disease";321052;1;42536636
"466";"Peripheral_Artery_Disease";321052;1;200132
"467";"Peripheral_Artery_Disease";321052;1;36712955
"468";"Peripheral_Artery_Disease";321052;1;4146012
"469";"Peripheral_Artery_Disease";321052;1;4175570
"470";"Peripheral_Artery_Disease";321052;1;761822
"471";"Peripheral_Artery_Disease";321052;1;4348039
"472";"Peripheral_Artery_Disease";321052;1;4182191
"473";"Peripheral_Artery_Disease";321052;1;35615061
"474";"Peripheral_Artery_Disease";321052;1;42535143
"475";"Peripheral_Artery_Disease";321052;1;35615082
"476";"Peripheral_Artery_Disease";321052;1;761814
"477";"Cerebrovascular_Disease";381591;1;45766201
"478";"Cerebrovascular_Disease";381591;1;4190891
"479";"Cerebrovascular_Disease";381591;1;764716
"480";"Cerebrovascular_Disease";381591;1;4201411
"481";"Cerebrovascular_Disease";381591;1;4278243
"482";"Cerebrovascular_Disease";381591;1;4228209
"483";"Cerebrovascular_Disease";381591;1;432346
"484";"Cerebrovascular_Disease";381591;1;4048890
"485";"Cerebrovascular_Disease";381591;1;45766162
"486";"Cerebrovascular_Disease";381591;1;43020490
"487";"Cerebrovascular_Disease";381591;1;43020496
"488";"Cerebrovascular_Disease";381591;1;315116
"489";"Cerebrovascular_Disease";381591;1;37108913
"490";"Cerebrovascular_Disease";381591;1;764500
"491";"Cerebrovascular_Disease";381591;1;4108360
"492";"Cerebrovascular_Disease";381591;1;764734
"493";"Cerebrovascular_Disease";381591;1;37119077
"494";"Cerebrovascular_Disease";381591;1;4137761
"495";"Cerebrovascular_Disease";381591;1;314667
"496";"Cerebrovascular_Disease";381591;1;4229432
"497";"Cerebrovascular_Disease";381591;1;765488
"498";"Cerebrovascular_Disease";381591;1;42535880
"499";"Cerebrovascular_Disease";381591;1;764705
"500";"Cerebrovascular_Disease";381591;1;45766109
"501";"Cerebrovascular_Disease";381591;1;37204809
"502";"Cerebrovascular_Disease";381591;1;442419
"503";"Cerebrovascular_Disease";381591;1;4213731
"504";"Cerebrovascular_Disease";381591;1;37207895
"505";"Cerebrovascular_Disease";381591;1;36717575
"506";"Cerebrovascular_Disease";381591;1;765568
"507";"Cerebrovascular_Disease";381591;1;762936
"508";"Cerebrovascular_Disease";381591;1;4045748
"509";"Cerebrovascular_Disease";381591;1;45766088
"510";"Cerebrovascular_Disease";381591;1;37109512
"511";"Cerebrovascular_Disease";381591;1;4338523
"512";"Cerebrovascular_Disease";381591;1;37204663
"513";"Cerebrovascular_Disease";381591;1;37108911
"514";"Cerebrovascular_Disease";381591;1;4167985
"515";"Cerebrovascular_Disease";381591;1;4134159
"516";"Cerebrovascular_Disease";381591;1;37017075
"517";"Cerebrovascular_Disease";381591;1;36715676
"518";"Cerebrovascular_Disease";381591;1;37309657
"519";"Cerebrovascular_Disease";381591;1;37110238
"520";"Cerebrovascular_Disease";381591;1;40483310
"521";"Cerebrovascular_Disease";381591;1;4263370
"522";"Cerebrovascular_Disease";381591;1;42535149
"523";"Cerebrovascular_Disease";381591;1;42536242
"524";"Cerebrovascular_Disease";381591;1;45766121
"525";"Cerebrovascular_Disease";381591;1;43020493
"526";"Cerebrovascular_Disease";381591;1;3654899
"527";"Cerebrovascular_Disease";381591;1;3656111
"528";"Cerebrovascular_Disease";381591;1;36712950
"529";"Cerebrovascular_Disease";381591;1;42535146
"530";"Cerebrovascular_Disease";381591;1;42535512
"531";"Cerebrovascular_Disease";381591;1;4159152
"532";"Cerebrovascular_Disease";381591;1;37119072
"533";"Cerebrovascular_Disease";381591;1;4032493
